actor_ent,actor_logprob,actor_loss,batch_reward,buffer_size,critic_loss,critic_q1,critic_q2,critic_target_q,episode,episode_length,episode_reward,fps,frame,step,total_time
1.3984889798164368,-0.9190501465797424,-4.0931620788574214,2.1170533928871156,2500.0,2.7889991595745087,4.076411063879728,4.100896498471498,4.235574438095092,5.0,1000.0,172.25663943680303,15.924363888274378,5000,2500.0,62.79685950279236
1.3938854260444642,-0.9137604584693909,-8.354263610839844,2.093437047243118,3000.0,1.636043862581253,8.363685581207275,8.36432516860962,8.378769969940185,6.0,1000.0,164.92273739559275,49.59167103813821,6000,3000.0,82.96153664588928
1.3892605791091919,-0.9095605466365814,-11.171233459472656,1.9633283507823944,3500.0,3.1191235151290893,11.041515045166015,11.042043636322022,11.058228693008424,7.0,1000.0,259.6949811855399,49.48549901529343,7000,3500.0,103.16947722434998
1.384614252090454,-0.9048404266834259,-13.65764457321167,1.8956068003177642,4000.0,4.2992512874603275,13.442725456237794,13.443016969680786,13.454216722488404,8.0,1000.0,153.07271765587961,49.2591555962566,8000,4000.0,123.47027254104614
1.3799462265968323,-0.9001800153255463,-14.89391343688965,1.6353790059089661,4500.0,4.493761060714721,14.729859558105469,14.72966943359375,14.74013591003418,9.0,1000.0,157.94908343892175,49.40071930667146,9000,4500.0,143.71289348602295
1.3752563061714171,-0.8956956703662873,-17.055452602386474,1.5933109452724457,5000.0,5.335421072006225,16.95522877120972,16.95490297317505,16.964410694122314,10.0,1000.0,158.1711882096855,49.43781759712822,10000,5000.0,163.94032454490662
1.3705442967414856,-0.8911409237384796,-18.56179710006714,1.5476628708839417,5500.0,6.015114636421203,18.552942573547362,18.55229846572876,18.55829719543457,11.0,1000.0,181.75855682990675,20.081946309182094,11000,5500.0,213.73629522323608
1.3658099727630615,-0.8866926438808441,-19.60920751571655,1.4876841835975647,6000.0,6.038043656349182,19.705674125671386,19.705344528198243,19.71151356124878,12.0,1000.0,166.18224879129355,49.34972449048014,12000,6000.0,233.99983382225037
1.361053126335144,-0.8821164724826813,-20.00420997619629,1.402826102256775,6500.0,4.678918384552002,20.111292640686035,20.11135417175293,20.115792472839356,13.0,1000.0,167.58898905132114,49.57644407818374,13000,6500.0,254.1707043647766
1.356273549079895,-0.8775950169563294,-21.05064705657959,1.399503957271576,7000.0,4.428170694828033,21.180464599609376,21.18087247467041,21.183860382080077,14.0,1000.0,174.5817123496728,49.53617821716461,14000,7000.0,274.35797119140625
1.3514710178375244,-0.8729243130683899,-21.875825843811036,1.3711290802955627,7500.0,4.343920038223267,22.018823638916015,22.01898408508301,22.021026809692383,15.0,1000.0,155.46384314102409,49.509286862977106,15000,7500.0,294.55620217323303
1.346645299911499,-0.8682312543392181,-22.296547592163087,1.3449224061965943,8000.0,3.8571804609298708,22.459542083740235,22.459978294372558,22.46624892425537,16.0,1000.0,160.99338137461766,49.4580380319368,16000,8000.0,314.7753632068634
1.3417961983680724,-0.8652701942920685,-22.553396308898925,1.290051744222641,8500.0,3.747001812458038,22.69329517364502,22.693665542602538,22.6932377243042,17.0,1000.0,164.11359883355402,49.35014429929369,17000,8500.0,335.0387291908264
1.3369234552383422,-0.8730078010559083,-24.374388664245604,1.280671823978424,9000.0,3.390618571281433,24.122547027587892,24.12258134460449,24.128279556274414,18.0,1000.0,274.3643889036671,49.2949551774562,18000,9000.0,355.32478165626526
1.3320268664360047,-0.868716710805893,-26.45878816986084,1.3035088295936585,9500.0,4.892301939487457,26.171163314819335,26.171332862854005,26.17552417755127,19.0,1000.0,410.9981657420284,49.37721177747386,19000,9500.0,375.57703948020935
1.327106165409088,-0.8647542645931244,-28.896161605834962,1.3453101615905763,10000.0,5.747247213363647,28.59188747406006,28.59210479736328,28.597618034362792,20.0,1000.0,364.39148224088217,49.512650922957995,20000,10000.0,395.773898601532
1.322161141395569,-0.8607659976482391,-30.845760398864748,1.3851432309150695,10500.0,6.389380291938782,30.530349021911622,30.530253005981447,30.53066104888916,21.0,1000.0,380.49024948357703,20.046519274602602,21000,10500.0,445.6578710079193
1.3171915378570556,-0.8560037863254547,-33.53511613464355,1.4459069814682006,11000.0,8.22053943824768,33.19556915283203,33.19554581451416,33.200990158081055,22.0,1000.0,325.86972642715665,49.25106698213873,22000,11000.0,465.96200013160706
1.3121971201896667,-0.8504819459915162,-35.34821746063233,1.4725379881858827,11500.0,8.243611715316773,34.98347191619873,34.98361589050293,34.987378303527834,23.0,1000.0,399.88701527149993,49.45817741595767,23000,11500.0,486.1811044216156
1.3071776242256166,-0.8441828644275665,-37.095431533813475,1.497358093738556,12000.0,8.339534025192261,36.7217373046875,36.7218938369751,36.725999450683595,24.0,1000.0,487.4604646525334,49.43619419717957,24000,12000.0,506.4091992378235
1.3021328134536743,-0.8391687433719635,-39.25764882659912,1.5471841344833375,12500.0,9.173879844665528,38.85933961486816,38.85972479248047,38.860851745605466,25.0,1000.0,825.3226446342355,49.353429274042846,25000,12500.0,526.6712164878845
1.2970624189376831,-0.8337354211807251,-42.60675102233887,1.6771752333641052,13000.0,10.740702960968017,42.14361041259765,42.14432536315918,42.15051515197754,26.0,1000.0,797.0626136039098,49.43290635229271,26000,13000.0,546.9006569385529
1.2919661893844605,-0.8280014562606811,-45.84696310424805,1.8006426501274109,13500.0,12.943307140350342,45.34698687744141,45.34697784423828,45.34650729370117,27.0,1000.0,458.89182308169757,49.165727801005815,27000,13500.0,567.240029335022
